DWJZ,FSRQ,JZZZL,LJJZ
0.7990,2010-06-30,-1.11,2.1490
0.8080,2010-06-29,-3.81,2.1580
0.8400,2010-06-28,-1.18,2.1900
0.8500,2010-06-25,-1.39,2.2000
0.8620,2010-06-24,0.12,2.2120
0.8610,2010-06-23,-1.03,2.2110
0.8700,2010-06-22,0.35,2.2200
0.8670,2010-06-21,2.00,2.2170
0.8500,2010-06-18,-3.19,2.2000
0.8780,2010-06-17,-1.46,2.2280
0.8910,2010-06-11,-0.22,2.2410
0.8930,2010-06-10,0.11,2.2430
0.8920,2010-06-09,2.18,2.2420
0.8730,2010-06-08,0.58,2.2230
0.8680,2010-06-07,-0.57,2.2180
0.8730,2010-06-04,0.46,2.2230
0.8690,2010-06-03,-0.34,2.2190
0.8720,2010-06-02,0.93,2.2220
0.8640,2010-06-01,-0.46,2.2140
0.8680,2010-05-31,-2.14,2.2180
0.8870,2010-05-28,0.11,2.2370
0.8860,2010-05-27,1.49,2.2360
0.8730,2010-05-26,0.00,2.2230
0.8730,2010-05-25,-1.02,2.2230
0.8820,2010-05-24,3.16,2.2320
0.8550,2010-05-21,1.66,2.2050
0.8410,2010-05-20,-0.71,2.1910
0.8470,2010-05-19,0.36,2.1970
0.8440,2010-05-18,0.72,2.1940
0.8380,2010-05-17,-4.45,2.1880
0.8770,2010-05-14,0.00,2.2270
0.8770,2010-05-13,2.69,2.2270
0.8540,2010-05-12,-1.16,2.2040
0.8640,2010-05-11,-1.71,2.2140
0.8790,2010-05-10,-0.57,2.2290
0.8840,2010-05-07,-1.45,2.2340
0.8970,2010-05-06,-3.03,2.2470
0.9250,2010-05-05,1.43,2.2750
0.9120,2010-05-04,-0.22,2.2620
0.9140,2010-04-30,-1.72,2.2640
0.9300,2010-04-29,-2.72,2.2800
0.9560,2010-04-28,0.00,2.3060
0.9560,2010-04-27,-1.95,2.3060
0.9750,2010-04-26,-0.51,2.3250
0.9800,2010-04-23,-1.01,2.3300
0.9900,2010-04-22,0.20,2.3400
0.9880,2010-04-21,2.49,2.3380
0.9640,2010-04-20,0.73,2.3140
0.9570,2010-04-19,-3.43,2.3070
0.9910,2010-04-16,-0.20,2.3410
0.9930,2010-04-15,-1.00,2.3430
1.0030,2010-04-14,0.91,2.3530
0.9940,2010-04-13,-0.20,2.3440
0.9960,2010-04-12,0.61,2.3460
0.9900,2010-04-09,1.12,2.3400
0.9790,2010-04-08,-0.10,2.3290
0.9800,2010-04-07,-0.20,2.3300
0.9820,2010-04-06,-0.10,2.3320
0.9830,2010-04-02,0.72,2.3330
0.9760,2010-04-01,1.14,2.3260
0.9650,2010-03-31,-0.10,2.3150
0.9660,2010-03-30,0.42,2.3160
0.9620,2010-03-29,0.84,2.3120
0.9540,2010-03-26,1.06,2.3040
0.9440,2010-03-25,-0.84,2.2940
0.9520,2010-03-24,0.53,2.3020
0.9470,2010-03-23,-0.21,2.2970
0.9490,2010-03-22,0.64,2.2990
0.9430,2010-03-19,0.43,2.2930
0.9390,2010-03-18,0.00,2.2890
0.9390,2010-03-17,1.84,2.2890
0.9220,2010-03-16,0.11,2.2720
0.9210,2010-03-15,-1.18,2.2710
0.9320,2010-03-12,-1.06,2.2820
0.9420,2010-03-11,-0.63,2.2920
0.9480,2010-03-10,-0.94,2.2980
0.9570,2010-03-09,0.10,2.3070
0.9560,2010-03-08,0.74,2.3060
0.9490,2010-03-05,0.21,2.2990
0.9470,2010-03-04,-2.47,2.2970
0.9710,2010-03-03,0.52,2.3210
0.9660,2010-03-02,-0.51,2.3160
0.9710,2010-03-01,0.52,2.3210
0.9660,2010-02-26,0.10,2.3160
0.9650,2010-02-25,1.15,2.3150
0.9540,2010-02-24,1.71,2.3040
0.9380,2010-02-23,-0.32,2.2880
0.9410,2010-02-22,-0.42,2.2910
0.9450,2010-02-12,0.64,2.2950
0.9390,2010-02-11,0.21,2.2890
0.9370,2010-02-10,1.63,2.2870
0.9220,2010-02-09,0.22,2.2720
0.9200,2010-02-08,0.11,2.2700
0.9190,2010-02-05,-1.82,2.2690
0.9360,2010-02-04,0.21,2.2860
0.9340,2010-02-03,1.41,2.2840
0.9210,2010-02-02,-0.65,2.2710
0.9270,2010-02-01,-1.07,2.2770
0.9370,2010-01-29,0.21,2.2870
0.9350,2010-01-28,1.30,2.2850
0.9230,2010-01-27,-0.43,2.2730
0.9270,2010-01-26,-2.83,2.2770
0.9540,2010-01-25,-0.93,2.3040
0.9630,2010-01-22,-2.03,2.3130
0.9830,2010-01-21,0.00,2.3330
0.9830,2010-01-20,-3.15,2.3330
1.0150,2010-01-19,0.10,2.3650
1.0140,2010-01-18,0.50,2.3640
1.0090,2010-01-15,0.60,2.3590
1.0030,2010-01-14,1.72,2.3530
0.9860,2010-01-13,-1.89,2.3360
1.0050,2010-01-12,1.72,2.3550
0.9880,2010-01-11,0.00,2.3380
0.9880,2010-01-08,0.00,2.3380
0.9880,2010-01-07,-1.69,2.3380
1.0050,2010-01-06,-0.20,2.3550
1.0070,2010-01-05,0.30,2.3570
1.0040,2010-01-04,-0.89,2.3540
1.0130,2009-12-31,0.50,2.3630
1.0080,2009-12-30,0.70,2.3580
1.0010,2009-12-29,0.30,2.3510
0.9980,2009-12-28,1.11,2.3480
0.9870,2009-12-25,0.00,2.3370
0.9870,2009-12-24,2.49,2.3370
0.9630,2009-12-23,0.84,2.3130
0.9550,2009-12-22,-2.15,2.3050
0.9760,2009-12-21,0.21,2.3260
0.9740,2009-12-18,-2.60,2.3240
1.0000,2009-12-17,-1.57,2.3500
1.0160,2009-12-16,-0.78,2.3660
1.0240,2009-12-15,-0.58,2.3740
1.0300,2009-12-14,0.39,2.3800
1.0260,2009-12-11,0.10,2.3760
1.0250,2009-12-10,0.20,2.3750
1.0230,2009-12-09,-1.45,2.3730
1.0380,2009-12-08,-0.95,2.3880
1.0480,2009-12-07,0.87,2.3980
1.0390,2009-12-04,0.97,2.3890
1.0290,2009-12-03,-0.39,2.3790
1.0330,2009-12-02,0.98,2.3830
1.0230,2009-12-01,1.09,2.3730
1.0120,2009-11-30,3.27,2.3620
0.9800,2009-11-27,-2.10,2.3300
1.0010,2009-11-26,-3.38,2.3510
1.0360,2009-11-25,1.77,2.3860
1.0180,2009-11-24,-2.40,2.3680
1.0430,2009-11-23,0.48,2.3930
1.0380,2009-11-20,-0.29,2.3880
1.0410,2009-11-19,0.48,2.3910
1.0360,2009-11-18,-0.10,2.3860
1.0370,2009-11-17,-0.19,2.3870
1.0390,2009-11-16,2.67,2.3890
1.0120,2009-11-13,0.10,2.3620
1.0110,2009-11-12,0.10,2.3610
1.0100,2009-11-11,-0.30,2.3600
1.0130,2009-11-10,0.80,2.3630
1.0050,2009-11-09,0.00,2.3550
1.0050,2009-11-06,0.10,2.3550
1.0040,2009-11-05,-0.10,2.3540
1.0050,2009-11-04,0.30,2.3550
1.0020,2009-11-03,1.01,2.3520
0.9920,2009-11-02,3.12,2.3420
0.9620,2009-10-30,0.84,2.3120
0.9540,2009-10-29,-1.75,2.3040
0.9710,2009-10-28,0.21,2.3210
0.9690,2009-10-27,-2.22,2.3190
0.9910,2009-10-26,-0.30,2.3410
0.9940,2009-10-23,1.53,2.3440
0.9790,2009-10-22,-0.41,2.3290
0.9830,2009-10-21,-0.10,2.3330
0.9840,2009-10-20,0.82,2.3340
0.9760,2009-10-19,2.20,2.3260
0.9550,2009-10-16,0.32,2.3050
0.9520,2009-10-15,0.42,2.3020
0.9480,2009-10-14,0.74,2.2980
0.9410,2009-10-13,1.07,2.2910
0.9310,2009-10-12,-0.32,2.2810
0.9340,2009-10-09,3.89,2.2840
0.8990,2009-09-30,0.90,2.2490
0.8910,2009-09-29,0.11,2.2410
0.8900,2009-09-28,-2.09,2.2400
0.9090,2009-09-25,-0.44,2.2590
0.9130,2009-09-24,0.88,2.2630
0.9050,2009-09-23,-1.42,2.2550
0.9180,2009-09-22,-1.92,2.2680
0.9360,2009-09-21,-0.21,2.2860
0.9380,2009-09-18,-2.39,2.2880
0.9610,2009-09-17,1.05,2.3110
0.9510,2009-09-16,-1.76,2.3010
0.9680,2009-09-15,0.52,2.3180
0.9630,2009-09-14,1.26,2.3130
0.9510,2009-09-11,1.82,2.3010
0.9340,2009-09-10,-0.64,2.2840
0.9400,2009-09-09,0.86,2.2900
0.9320,2009-09-08,2.19,2.2820
0.9120,2009-09-07,0.55,2.2620
0.9070,2009-09-04,0.55,2.2570
0.9020,2009-09-03,4.88,2.2520
0.8600,2009-09-02,1.65,2.2100
0.8460,2009-09-01,0.59,2.1960
0.8410,2009-08-31,-6.56,2.1910
0.9000,2009-08-28,-4.15,2.2500
0.9390,2009-08-27,-1.05,2.2890
0.9490,2009-08-26,1.07,2.2990
0.9390,2009-08-25,-4.09,2.2890
0.9790,2009-08-24,0.62,2.3290
0.9730,2009-08-21,1.67,2.3230
0.9570,2009-08-20,4.70,2.3070
0.9140,2009-08-19,-5.29,2.2640
0.9650,2009-08-18,0.31,2.3150
0.9620,2009-08-17,-5.96,2.3120
1.0230,2009-08-14,-2.39,2.3730
1.0480,2009-08-13,1.85,2.3980
1.0290,2009-08-12,-3.38,2.3790
1.0650,2009-08-11,0.47,2.4150
1.0600,2009-08-10,-0.56,2.4100
1.0660,2009-08-07,-2.56,2.4160
1.0940,2009-08-06,-2.23,2.4440
1.1190,2009-08-05,-1.93,2.4690
1.1410,2009-08-04,0.09,2.4910
1.1400,2009-08-03,0.35,2.4900
1.1360,2009-07-31,2.62,2.4860
1.1070,2009-07-30,1.75,2.4570
1.0880,2009-07-29,-5.39,2.4380
1.1500,2009-07-28,-0.17,2.5000
1.1520,2009-07-27,1.23,2.5020
1.1380,2009-07-24,0.26,2.4880
1.1350,2009-07-23,1.70,2.4850
1.1160,2009-07-22,1.92,2.4660
1.0950,2009-07-21,-1.26,2.4450
1.1090,2009-07-20,1.37,2.4590
1.0940,2009-07-17,0.37,2.4440
1.0900,2009-07-16,0.74,2.4400
1.0820,2009-07-15,0.56,2.4320
1.0760,2009-07-14,2.67,2.4260
1.0480,2009-07-13,-1.50,2.3980
1.0640,2009-07-10,0.00,2.4140
1.0640,2009-07-09,0.85,2.4140
1.0550,2009-07-08,0.76,2.4050
1.0470,2009-07-07,-1.41,2.3970
1.0620,2009-07-06,0.47,2.4120
1.0570,2009-07-03,1.83,2.4070
1.0380,2009-07-02,1.07,2.3880
1.0270,2009-07-01,1.78,2.3770
1.0090,2009-06-30,-0.20,2.3590
1.0110,2009-06-29,2.02,2.3610
0.9910,2009-06-26,0.30,2.3410
0.9880,2009-06-25,0.20,2.3380
0.9860,2009-06-24,0.61,2.3360
0.9800,2009-06-23,-0.20,2.3300
0.9820,2009-06-22,-0.61,2.3320
0.9880,2009-06-19,0.71,2.3380
0.9810,2009-06-18,1.24,2.3310
0.9690,2009-06-17,1.47,2.3190
0.9550,2009-06-16,-0.31,2.3050
0.9580,2009-06-15,1.91,2.3080
0.9400,2009-06-12,-1.47,2.2900
0.9540,2009-06-11,-0.73,2.3040
0.9610,2009-06-10,0.84,2.3110
0.9530,2009-06-09,0.85,2.3030
0.9450,2009-06-08,0.21,2.2950
0.9430,2009-06-05,-0.21,2.2930
0.9450,2009-06-04,-0.21,2.2950
0.9470,2009-06-03,1.18,2.2970
0.9360,2009-06-02,0.32,2.2860
0.9330,2009-06-01,2.64,2.2830
0.9090,2009-05-27,0.89,2.2590
0.9010,2009-05-26,-0.33,2.2510
0.9040,2009-05-25,0.44,2.2540
0.9000,2009-05-22,-0.44,2.2500
0.9040,2009-05-21,-1.95,2.2540
0.9220,2009-05-20,-0.65,2.2720
0.9280,2009-05-19,0.43,2.2780
0.9240,2009-05-18,0.98,2.2740
0.9150,2009-05-15,0.22,2.2650
0.9130,2009-05-14,0.00,2.2630
0.9130,2009-05-13,0.88,2.2630
0.9050,2009-05-12,1.46,2.2550
0.8920,2009-05-11,-1.98,2.2420
0.9100,2009-05-08,0.44,2.2600
0.9060,2009-05-07,-0.55,2.2560
0.9110,2009-05-06,1.11,2.2610
0.9010,2009-05-05,0.22,2.2510
0.8990,2009-05-04,2.28,2.2490
0.8790,2009-04-30,0.80,2.2290
0.8720,2009-04-29,1.75,2.2220
0.8570,2009-04-28,0.59,2.2070
0.8520,2009-04-27,-2.07,2.2020
0.8700,2009-04-24,-0.68,2.2200
0.8760,2009-04-23,0.34,2.2260
0.8730,2009-04-22,-3.11,2.2230
0.9010,2009-04-21,-0.99,2.2510
0.9100,2009-04-20,1.79,2.2600
0.8940,2009-04-17,-1.00,2.2440
0.9030,2009-04-16,0.00,2.2530
0.9030,2009-04-15,0.67,2.2530
0.8970,2009-04-14,0.67,2.2470
0.8910,2009-04-13,1.95,2.2410
0.8740,2009-04-10,2.22,2.2240
0.8550,2009-04-09,0.71,2.2050
0.8490,2009-04-08,-1.85,2.1990
0.8650,2009-04-07,0.35,2.2150
0.8620,2009-04-03,-0.81,2.2120
0.8690,2009-04-02,0.46,2.2190
0.8650,2009-04-01,1.53,2.2150
0.8520,2009-03-31,0.47,2.2020
0.8480,2009-03-30,-0.47,2.1980
0.8520,2009-03-27,0.35,2.2020
0.8490,2009-03-26,1.07,2.1990
0.8400,2009-03-25,-1.98,2.1900
0.8570,2009-03-24,-0.12,2.2070
0.8580,2009-03-23,1.42,2.2080
0.8460,2009-03-20,-0.24,2.1960
0.8480,2009-03-19,1.19,2.1980
0.8380,2009-03-18,0.36,2.1880
0.8350,2009-03-17,2.08,2.1850
0.8180,2009-03-16,0.49,2.1680
0.8140,2009-03-13,-0.37,2.1640
0.8170,2009-03-12,-0.24,2.1670
0.8190,2009-03-11,-0.37,2.1690
0.8220,2009-03-10,1.23,2.1720
0.8120,2009-03-09,-2.64,2.1620
0.8340,2009-03-06,-1.07,2.1840
0.8430,2009-03-05,-0.35,2.1930
0.8460,2009-03-04,4.32,2.1960
0.8110,2009-03-03,-0.25,2.1610
0.8130,2009-03-02,0.62,2.1630
0.8080,2009-02-27,-1.70,2.1580
0.8220,2009-02-26,-3.41,2.1720
0.8510,2009-02-25,-0.23,2.2010
0.8530,2009-02-24,-2.85,2.2030
0.8780,2009-02-23,1.39,2.2280
0.8660,2009-02-20,1.29,2.2160
0.8550,2009-02-19,1.06,2.2050
0.8460,2009-02-18,-3.09,2.1960
0.8730,2009-02-17,-1.58,2.2230
0.8870,2009-02-16,1.60,2.2370
0.8730,2009-02-13,2.59,2.2230
0.8510,2009-02-12,-0.47,2.2010
0.8550,2009-02-11,0.47,2.2050
0.8510,2009-02-10,1.07,2.2010
0.8420,2009-02-09,1.81,2.1920
0.8270,2009-02-06,2.61,2.1770
0.8060,2009-02-05,-0.74,2.1560
0.8120,2009-02-04,0.87,2.1620
0.8050,2009-02-03,1.90,2.1550
0.7900,2009-02-02,0.64,2.1400
0.7850,2009-01-23,-0.38,2.1350
0.7880,2009-01-22,1.03,2.1380
0.7800,2009-01-21,-0.51,2.1300
0.7840,2009-01-20,0.13,2.1340
0.7830,2009-01-19,0.26,2.1330
0.7810,2009-01-16,0.90,2.1310
0.7740,2009-01-15,-0.13,2.1240
0.7750,2009-01-14,2.24,2.1250
0.7580,2009-01-13,-1.94,2.1080
0.7730,2009-01-12,-0.13,2.1230
0.7740,2009-01-09,0.91,2.1240
0.7670,2009-01-08,-1.29,2.1170
0.7770,2009-01-07,-0.38,2.1270
0.7800,2009-01-06,1.83,2.1300
0.7660,2009-01-05,2.54,2.1160
0.7470,2008-12-31,-0.40,2.0970
0.7500,2008-12-30,-0.27,2.1000
0.7520,2008-12-29,0.13,2.1020
0.7510,2008-12-26,-0.40,2.1010
0.7540,2008-12-25,-0.40,2.1040
0.7570,2008-12-24,-0.79,2.1070
0.7630,2008-12-23,-3.17,2.1130
0.7880,2008-12-22,-0.88,2.1380
0.7950,2008-12-19,0.38,2.1450
0.7920,2008-12-18,1.41,2.1420
0.7810,2008-12-17,0.77,2.1310
0.7750,2008-12-16,1.31,2.1250
0.7650,2008-12-15,0.92,2.1150
0.7580,2008-12-12,-3.07,2.1080
0.7820,2008-12-11,-1.64,2.1320
0.7950,2008-12-10,1.40,2.1450
0.7840,2008-12-09,-1.63,2.1340
0.7970,2008-12-08,2.57,2.1470
0.7770,2008-12-05,0.65,2.1270
0.7720,2008-12-04,0.78,2.1220
0.7660,2008-12-03,3.37,2.1160
0.7410,2008-12-02,0.00,2.0910
0.7410,2008-12-01,1.37,2.0910
0.7310,2008-11-28,-0.81,2.0810
0.7370,2008-11-27,1.38,2.0870
0.7270,2008-11-26,0.55,2.0770
0.7230,2008-11-25,-0.14,2.0730
0.7240,2008-11-24,-2.69,2.0740
0.7440,2008-11-21,-0.53,2.0940
0.7480,2008-11-20,-1.32,2.0980
0.7580,2008-11-19,3.98,2.1080
0.7290,2008-11-18,-4.83,2.0790
0.7660,2008-11-17,1.73,2.1160
0.7530,2008-11-14,2.73,2.1030
0.7330,2008-11-13,3.39,2.0830
0.7090,2008-11-12,0.71,2.0590
0.7040,2008-11-11,-0.42,2.0540
0.7070,2008-11-10,5.05,2.0570
0.6730,2008-11-07,0.30,2.0230
0.6710,2008-11-06,-1.90,2.0210
0.6840,2008-11-05,2.40,2.0340
0.6680,2008-11-04,-1.18,2.0180
0.6760,2008-11-03,-0.59,2.0260
0.6800,2008-10-31,-1.31,2.0300
0.6890,2008-10-30,1.03,2.0390
0.6820,2008-10-29,-1.30,2.0320
0.6910,2008-10-28,1.47,2.0410
0.6810,2008-10-27,-4.35,2.0310
0.7120,2008-10-24,-1.25,2.0620
0.7210,2008-10-23,0.00,2.0710
0.7210,2008-10-22,-1.37,2.0710
0.7310,2008-10-21,0.00,2.0810
0.7310,2008-10-20,1.53,2.0810
0.7200,2008-10-17,0.28,2.0700
0.7180,2008-10-16,-3.49,2.0680
0.7440,2008-10-15,-0.93,2.0940
0.7510,2008-10-14,-1.70,2.1010
0.7640,2008-10-13,1.33,2.1140
0.7540,2008-10-10,-3.08,2.1040
0.7780,2008-10-09,-1.14,2.1280
0.7870,2008-10-08,-1.87,2.1370
0.8020,2008-10-07,-0.74,2.1520
0.8080,2008-10-06,-4.04,2.1580
0.8420,2008-09-30,0.00,2.1920
0.8420,2008-09-26,0.48,2.1920
0.8380,2008-09-25,2.82,2.1880
0.8150,2008-09-24,0.99,2.1650
0.8070,2008-09-23,-2.89,2.1570
0.8310,2008-09-22,3.23,2.1810
0.8050,2008-09-19,6.34,2.1550
0.7570,2008-09-18,-1.17,2.1070
0.7660,2008-09-17,-1.54,2.1160
0.7780,2008-09-16,-2.99,2.1280
0.8020,2008-09-12,0.00,2.1520
0.8020,2008-09-11,-1.60,2.1520
0.8150,2008-09-10,-0.12,2.1650
0.8160,2008-09-09,0.62,2.1660
0.8110,2008-09-08,-1.10,2.1610
0.8200,2008-09-05,-1.32,2.1700
0.8310,2008-09-04,0.00,2.1810
0.8310,2008-09-03,-1.42,2.1810
0.8430,2008-09-02,-1.17,2.1930
0.8530,2008-09-01,-1.50,2.2030
0.8660,2008-08-29,1.29,2.2160
0.8550,2008-08-28,0.23,2.2050
0.8530,2008-08-27,-1.50,2.2030
0.8660,2008-08-26,-2.37,2.2160
0.8870,2008-08-25,-0.45,2.2370
0.8910,2008-08-22,-1.44,2.2410
0.9040,2008-08-21,-2.38,2.2540
0.9260,2008-08-20,4.63,2.2760
0.8850,2008-08-19,0.34,2.2350
0.8820,2008-08-18,-3.29,2.2320
0.9120,2008-08-15,0.11,2.2620
0.9110,2008-08-14,0.33,2.2610
0.9080,2008-08-13,0.33,2.2580
0.9050,2008-08-12,0.22,2.2550
0.9030,2008-08-11,-3.11,2.2530
0.9320,2008-08-08,-2.31,2.2820
0.9540,2008-08-07,-0.10,2.3040
0.9550,2008-08-06,-0.31,2.3050
0.9580,2008-08-05,-2.15,2.3080
0.9790,2008-08-04,-0.91,2.3290
0.9880,2008-08-01,0.30,2.3380
0.9850,2008-07-31,-1.70,2.3350
1.0020,2008-07-30,-0.60,2.3520
1.0080,2008-07-29,-0.89,2.3580
1.0170,2008-07-28,0.69,2.3670
1.0100,2008-07-25,-0.59,2.3600
1.0160,2008-07-24,1.50,2.3660
1.0010,2008-07-23,-0.69,2.3510
1.0080,2008-07-22,-0.10,2.3580
1.0090,2008-07-21,2.44,2.3590
0.9850,2008-07-18,1.44,2.3350
0.9710,2008-07-17,-0.21,2.3210
0.9730,2008-07-16,-1.92,2.3230
0.9920,2008-07-15,-2.27,2.3420
1.0150,2008-07-14,0.79,2.3650
1.0070,2008-07-11,-0.40,2.3570
1.0110,2008-07-10,-1.08,2.3610
1.0220,2008-07-09,1.79,2.3720
1.0040,2008-07-08,0.90,2.3540
0.9950,2008-07-07,2.90,2.3450
0.9670,2008-07-04,-0.92,2.3170
0.9760,2008-07-03,2.09,2.3260
0.9560,2008-07-02,0.21,2.3060
0.9540,2008-07-01,-1.55,2.3040
0.9690,2008-06-30,-1.02,2.3190
0.9790,2008-06-27,-3.26,2.3290
1.0120,2008-06-26,0.00,2.3620
1.0120,2008-06-25,2.64,2.3620
0.9860,2008-06-24,1.23,2.3360
0.9740,2008-06-23,-1.72,2.3240
0.9910,2008-06-20,1.33,2.3410
0.9780,2008-06-19,-4.12,2.3280
1.0200,2008-06-18,3.03,2.3700
0.9900,2008-06-17,-2.17,2.3400
1.0120,2008-06-16,-1.08,2.3620
1.0230,2008-06-13,-1.63,2.3730
1.0400,2008-06-12,-1.42,2.3900
1.0550,2008-06-11,-0.75,2.4050
1.0630,2008-06-10,-4.58,2.4130
1.1140,2008-06-06,-0.36,2.4640
1.1180,2008-06-05,-0.89,2.4680
1.1280,2008-06-04,-0.97,2.4780
1.1390,2008-06-03,0.09,2.4890
1.1380,2008-06-02,0.26,2.4880
1.1350,2008-05-30,-0.35,2.4850
1.1390,2008-05-29,-1.39,2.4890
1.1550,2008-05-28,1.76,2.5050
1.1350,2008-05-27,0.09,2.4850
1.1340,2008-05-26,-1.13,2.4840
1.1470,2008-05-23,-0.86,2.4970
1.1570,2008-05-22,-0.86,2.5070
1.1670,2008-05-21,1.13,2.5170
1.1540,2008-05-20,-3.59,2.5040
1.1970,2008-05-19,-0.42,2.5470
1.2020,2008-05-16,-0.25,2.5520
1.2050,2008-05-15,-0.17,2.5550
1.2070,2008-05-14,1.94,2.5570
1.1840,2008-05-13,-0.59,2.5340
1.1910,2008-05-12,0.85,2.5410
1.1810,2008-05-09,-0.34,2.5310
1.1850,2008-05-08,2.51,2.5350
1.1560,2008-05-07,-2.36,2.5060
1.1840,2008-05-06,-0.75,2.5340
1.1930,2008-05-05,1.45,2.5430
1.1760,2008-04-30,2.98,2.5260
1.1420,2008-04-29,1.06,2.4920
1.1300,2008-04-28,-1.40,2.4800
1.1460,2008-04-25,-0.35,2.4960
1.1500,2008-04-24,5.89,2.5000
1.0860,2008-04-23,3.33,2.4360
1.0510,2008-04-22,0.48,2.4010
1.0460,2008-04-21,0.10,2.3960
1.0450,2008-04-18,-1.32,2.3950
1.0590,2008-04-17,-2.04,2.4090
1.0810,2008-04-16,-1.10,2.4310
1.0930,2008-04-15,0.46,2.4430
1.0880,2008-04-14,-3.72,2.4380
1.1300,2008-04-11,0.89,2.4800
1.1200,2008-04-10,0.72,2.4700
1.1120,2008-04-09,-3.22,2.4620
1.1490,2008-04-08,0.97,2.4990
1.1380,2008-04-07,3.55,2.4880
1.0990,2008-04-03,1.10,2.4490
1.0870,2008-04-02,-0.91,2.4370
1.0970,2008-04-01,-3.26,2.4470
1.1340,2008-03-31,-1.82,2.4840
1.1550,2008-03-28,2.85,2.5050
1.1230,2008-03-27,-2.43,2.4730
1.1510,2008-03-26,0.26,2.5010
1.1480,2008-03-25,0.88,2.4980
1.1380,2008-03-24,-3.23,2.4880
1.1760,2008-03-21,0.94,2.5260
1.1650,2008-03-20,2.01,2.5150
1.1420,2008-03-19,2.06,2.4920
1.1190,2008-03-18,-3.28,2.4690
1.1570,2008-03-17,-3.10,2.5070
1.1940,2008-03-14,-1.32,2.5440
1.2100,2008-03-13,-1.71,2.5600
1.2310,2008-03-12,-2.30,2.5810
1.2600,2008-03-11,0.00,2.6100
1.2600,2008-03-10,-3.08,2.6100
1.3000,2008-03-07,-0.61,2.6500
1.3080,2008-03-06,0.54,2.6580
1.3010,2008-03-05,-1.21,2.6510
1.3170,2008-03-04,-1.72,2.6670
1.3400,2008-03-03,2.29,2.6900
1.3100,2008-02-29,0.69,2.6600
1.3010,2008-02-28,-0.08,2.6510
1.3020,2008-02-27,1.56,2.6520
1.2820,2008-02-26,-0.31,2.6320
1.2860,2008-02-25,-2.13,2.6360
1.3140,2008-02-22,-2.81,2.6640
1.3520,2008-02-21,0.07,2.7020
1.3510,2008-02-20,-1.89,2.7010
1.3770,2008-02-19,1.47,2.7270
1.3570,2008-02-18,1.57,2.7070
1.3360,2008-02-15,-1.47,2.6860
1.3560,2008-02-14,0.82,2.7060
1.3450,2008-02-13,-2.04,2.6950
1.3730,2008-02-05,-0.58,2.7230
1.3810,2008-02-04,5.82,2.7310
1.3050,2008-02-01,-0.08,2.6550
1.3060,2008-01-31,-1.29,2.6560
1.3230,2008-01-30,-0.97,2.6730
1.3360,2008-01-29,0.23,2.6860
1.3330,2008-01-28,-4.72,2.6830
1.3990,2008-01-25,0.87,2.7490
1.3870,2008-01-24,0.80,2.7370
1.3760,2008-01-23,3.85,2.7260
1.3250,2008-01-22,-4.68,2.6750
1.3900,2008-01-21,-3.81,2.7400
1.4450,2008-01-18,0.14,2.7950
1.4430,2008-01-17,-1.77,2.7930
1.4690,2008-01-16,-3.16,2.8190
1.5170,2008-01-15,-0.72,2.8670
1.5280,2008-01-14,1.13,2.8780
1.5110,2008-01-11,0.60,2.8610
1.5020,2008-01-10,1.28,2.8520
1.4830,2008-01-09,0.95,2.8330
1.4690,2008-01-08,0.27,2.8190
1.4650,2008-01-07,0.76,2.8150
1.4540,2008-01-04,0.55,2.8040
1.4460,2008-01-03,0.21,2.7960
1.4430,2008-01-02,-0.28,2.7930
1.4470,2007-12-31,0.00,2.7970
1.4470,2007-12-29,0.00,2.7970
1.4470,2007-12-28,0.07,2.7970
1.4460,2007-12-27,1.69,2.7960
1.4220,2007-12-26,0.64,2.7720
1.4130,2007-12-25,0.28,2.7630
1.4090,2007-12-24,1.15,2.7590
1.3930,2007-12-21,1.02,2.7430
1.3790,2007-12-20,1.03,2.7290
1.3650,2007-12-19,1.79,2.7150
1.3410,2007-12-18,0.15,2.6910
1.3390,2007-12-17,-2.69,2.6890
1.3760,2007-12-14,2.30,2.7260
1.3450,2007-12-13,-3.10,2.6950
1.3880,2007-12-12,-1.00,2.7380
1.4020,2007-12-11,-0.07,2.7520
1.4030,2007-12-10,0.79,2.7530
1.3920,2007-12-07,1.61,2.7420
1.3700,2007-12-06,-0.15,2.7200
1.3720,2007-12-05,2.62,2.7220
1.3370,2007-12-04,1.52,2.6870
1.3170,2007-12-03,1.23,2.6670
1.3010,2007-11-30,-1.36,2.6510
1.3190,2007-11-29,3.13,2.6690
1.2790,2007-11-28,-1.62,2.6290
1.3000,2007-11-27,-1.89,2.6500
1.3250,2007-11-26,-1.05,2.6750
1.3390,2007-11-23,1.44,2.6890
1.3200,2007-11-22,-3.93,2.6700
1.3740,2007-11-21,-0.87,2.7240
1.3860,2007-11-20,2.14,2.7360
1.3570,2007-11-19,-0.73,2.7070
1.3670,2007-11-16,-1.80,2.7170
1.3920,2007-11-15,-1.49,2.7420
1.4130,2007-11-14,3.59,2.7630
1.3640,2007-11-13,-0.66,2.7140
1.3730,2007-11-12,0.51,2.7230
1.3660,2007-11-09,-1.23,2.7160
1.3830,2007-11-08,-4.16,2.7330
1.4430,2007-11-07,-0.21,2.7930
1.4460,2007-11-06,0.07,2.7960
1.4450,2007-11-05,-2.30,2.7950
